id	Year	Postcode	Individuals	Taxable_income	Net_tax	Gross_interest	Net_rent	Net_capital_gain	Total_income	Total_deductions	Salary	Medicare_levy	Medicare_levy_surcharge	Total_work_related_expenses	Gifts	HELP_debt
201603027	2016	3027	4033	225822613	49542742	1100027	-4855230	1078106	236307668	10229490	209981905	4060739	57305	8190259	486921	545821
201603028	2016	3028	16045	796225063	156131207	7093063	-5859763	5481422	834212374	37739415	728878710	13970543	260501	31056745	1629540	2036384
201603029	2016	3029	50354	2423502568	468443157	14538271	-28460906	13299000	2546705379	122202326	2237492362	42241018	674022	101101084	5825485	5158765
201603030	2016	3030	55342	3032170992	655104347	24579929	-40235077	27242732	3181792179	146818337	2713217968	54315442	960779	117765039	6336022	6623615
201603031	2016	3031	10951	696648357	165934444	6682087	-5962850	9134741	725867909	28973655	610711699	12917651	304583	20493257	1993885	4932368
201603032	2016	3032	17966	1145781917	276593057	13621779	-10106115	21892939	1199912611	52491144	947224181	20992085	345570	36082283	2914614	4871232
201603033	2016	3033	8084	463221427	103973712	6963795	-710197	10611451	485457568	22031475	378078801	8430183	99268	16415947	866123	1322582
201603034	2016	3034	6340	340940570	73140312	6093256	554426	5862764	356509810	15353689	272581674	6139145	129780	11352471	735856	1030833
201603036	2016	3036	3897	248759232	61574854	4823005	-1169101	10603445	260869815	11986660	173011516	4580835	60317	7529661	426660	593111
201603037	2016	3037	27476	1399949410	282747318	8656524	-20275254	11846739	1472068761	70999957	1273565508	25057248	366175	59066143	2808189	3354117
201603038	2016	3038	16942	885849293	184428818	11775721	-6717739	13438701	930322991	43934847	758678788	16060896	295443	33962688	1741905	2662079
201603039	2016	3039	9102	658452535	172354551	9588176	-3950177	14480101	688231392	29430310	511808824	12323265	145630	17695432	2119965	2293283
201603040	2016	3040	16776	1202133008	315842343	21722157	-7489065	38415893	1268040800	64775242	879147278	22430676	319487	32258242	8019966	3832237
201603041	2016	3041	7754	522767617	130768131	8184564	-2962723	11835441	548197878	25046906	399202080	9729520	110825	15953498	1326611	1412704
201603042	2016	3042	9259	524876554	115119118	6745943	-2781706	8263814	551433194	25940814	446545783	9560263	146217	20122055	1083913	1783799
201603043	2016	3043	9984	501860816	99346479	5809060	-3654961	4964638	528171890	25933693	434420845	8923876	137413	20592294	1160864	1497766
201603044	2016	3044	15315	884815622	197419076	11168122	-3376978	11210179	927035140	41714038	757492356	16203487	292461	30076228	3181268	3633164
201603046	2016	3046	17870	866676721	170787760	9091140	-4383024	9295486	905612918	38663823	754477415	14759059	281520	31293963	1902981	3044642
201603047	2016	3047	7580	289161529	45260155	1801048	-1380288	1618226	303176679	13919918	244288220	4372767	71228	11453734	951136	747723
201603048	2016	3048	6642	258745437	41051354	1149681	-1601182	993215	271384724	12526495	219688272	4077848	56248	10347389	926064	662401
201603049	2016	3049	5397	282136499	57547731	3016896	-2997319	2207741	296918450	14554750	246846227	5094535	84755	11711822	559427	793932
201603051	2016	3051	7939	472604060	116576650	5940761	-1599102	26573976	493941289	20232718	374617207	8439176	232865	12787512	1877007	3132245
201603052	2016	3052	3413	220693560	58102289	3948483	-360693	6505044	231523585	10659978	164487871	3985475	63643	5851655	1197820	1245689
201603053	2016	3053	7672	415823674	98943658	6461692	143748	14927624	435777596	19311877	324080603	7141973	207451	10302849	2520597	2723574
201603054	2016	3054	5846	428420164	114936557	7165226	450621	8364547	453885388	25138667	307283428	8001642	175371	10110422	7020571	2838371
201603055	2016	3055	8571	493233491	110232670	6374231	-931652	6221901	514823210	21240095	425418318	8944850	167146	15103207	1896709	2785685
201603056	2016	3056	16338	953090147	216879507	10757440	-1170686	15769854	992873890	39114010	815490242	17466055	439038	26578822	3279897	6792621
201603057	2016	3057	7856	461168290	104230718	5113980	-520431	5334071	480781561	19348630	397265306	8457645	241901	13607838	1331620	3335818
201603058	2016	3058	19965	1093346296	236687383	12373732	-543768	14489850	1140374989	45777630	938624388	19665080	388833	34161779	3121017	5214316
201603059	2016	3059	9350	523526210	115368325	6107097	-4164118	9218089	551841172	28078940	421307020	9584154	145530	20870807	1215590	1635814
201603060	2016	3060	6297	280158859	52648051	2996129	189527	3673131	293264000	12915666	234954655	4611835	112645	10773399	681235	826132
201603061	2016	3061	2135	87420542	15157200	915751	-146486	1401804	91591165	4136710	67083070	1407973	47878	3279667	218124	234458
201603062	2016	3062	98	10030194	3156127	61466	15422	649151	10443931	311587	4029742	193065	3007	156079	27970	0
201603063	2016	3063	368	22550529	5387538	496067	-128275	394571	23894715	1319909	18632048	412697	6745	875654	101716	35739
201603064	2016	3064	36342	1698398606	317527147	7874270	-16598656	10554287	1785372908	86415383	1548134558	29382411	474539	72753732	4484174	3904918
201603065	2016	3065	6762	491447606	131961597	5709109	-304934	15312899	514875032	22957172	375424852	9086779	204889	13043415	2394852	2923079
201603066	2016	3066	5472	343089828	81917796	2909496	-1113737	5426125	357643073	14154671	284198346	6254957	174475	10080792	790611	2803979
201603067	2016	3067	5737	375625805	92322025	3833470	-1915150	7040041	392515502	16330753	311595952	6997544	191147	10740106	1326002	2799308
201603068	2016	3068	12240	931525479	253508426	12011053	-3084244	29734085	980750946	48120372	696654358	17654581	342685	21753736	10393725	5002141
201603070	2016	3070	15411	1041882843	260591121	12190462	699258	19681185	1087012713	44542757	843238906	19477989	409596	27033007	3966277	5467838
201603071	2016	3071	11084	654762357	148161381	8052067	-318576	9047093	681736790	26483619	549703914	12011385	247517	18621327	2450931	3557976
201603072	2016	3072	18596	989437080	209339163	10882967	-552078	13283319	1030280406	40084085	847773999	17714457	435989	30564688	2439637	4905908
201603073	2016	3073	25531	1216564856	234759115	15815152	2525852	14808157	1269636596	52357871	1036683574	20878441	330117	41167347	2427546	4466269
201603074	2016	3074	9547	403841822	70703475	4855823	-454375	3969247	422705739	18599806	346667713	6654948	135108	15183807	823612	1060566
201603075	2016	3075	10257	440929598	77781739	4905257	-806956	3490845	461823031	20802423	383751526	7277115	121497	17391935	823744	1246543
201603076	2016	3076	17209	795951094	147859753	5670724	-7037712	5997110	835342276	39145997	716310845	13766526	232576	32892164	1839129	1841438
201603078	2016	3078	7136	525657411	139592235	6958461	-1333633	13165602	548755113	23010814	395528297	9870559	196871	12246405	2516072	2211232
201603079	2016	3079	10342	862120302	248322876	13687196	-2430112	36986931	905886206	42954310	563037302	16315426	171812	18556856	5133909	2720532
201603081	2016	3081	6717	326758598	64769677	3506649	-1275274	3420232	341566896	14673394	281313364	5700969	115377	11041165	984118	1589555
201603082	2016	3082	17371	847668993	165250822	9058998	-6397915	8476264	888787426	40715121	753911186	15110060	250644	33504886	1778667	2316156
201603083	2016	3083	16903	814870400	164322835	10110596	-5510591	11928710	851707637	36397786	684627296	14124024	273864	27411854	1858568	2309649
201603084	2016	3084	15740	1039060175	262204485	20547003	-2896099	28515410	1088021127	47931109	773014205	19186846	264060	25976198	3243860	3300863
201603085	2016	3085	8150	485936621	112440684	6347144	-3965934	4718127	507320543	21186597	407714889	8572672	119951	14277580	1644576	1496912
201603087	2016	3087	5159	282971118	60440656	3892557	-1166155	2682256	295238611	12247589	246070630	5136593	67502	9286395	580947	958514
201603088	2016	3088	16570	946116373	208948946	11718775	-6557777	12505743	988126211	41509488	800980378	17364034	214709	30163625	2485601	2712709
201603089	2016	3089	7533	452149535	103423781	4506921	-5051821	5266800	474316245	21701513	379177491	8412094	108720	16023342	851557	1200962
201603090	2016	3090	1556	117763085	31899427	1634951	-638882	1631041	123307130	5474550	79960264	2217024	17854	3086462	196914	200190
201603091	2016	3091	1074	76372987	20566693	1847087	-20944	3284449	79705781	3307200	43732341	1433537	14792	1820782	133883	86957
201603093	2016	3093	2417	176685587	47234475	2913385	-130791	7918038	185215986	8403401	109263716	3321803	23791	4322287	501255	521451
201603094	2016	3094	5448	311070286	68484262	3918634	-1554932	4170834	325122423	13691158	258247061	5728036	57380	9405080	848289	1063258
201603095	2016	3095	18255	1189160741	293209808	15746632	-9362723	21024413	1243620233	53439115	933741833	22161627	312868	33170989	3400865	2804851
201603096	2016	3096	1166	63342059	13524814	819981	-547925	1486523	66290391	2924743	50882124	1148545	10435	2120552	142694	128116
201603097	2016	3097	941	81724988	24912708	1059936	27728	6040970	84974984	3240830	43194369	1532201	21168	1516283	548697	115481
201603099	2016	3099	3043	167760292	36834688	2309599	-442107	2182393	175637457	7556684	132399741	3030556	52073	5180466	407834	418086
201603101	2016	3101	16341	1685460600	549294487	38934633	-3118258	109999056	1775776414	86906208	884963013	31987345	348750	27086267	17807992	3911560
201603102	2016	3102	4154	330662022	92883818	7024850	1189689	11988711	351521497	20187956	223380361	6158223	72086	7566680	3575719	809473
201603103	2016	3103	10199	852034564	256133062	26504228	-755647	59250818	897760217	43943736	473062005	15728829	224093	14371866	6331299	1992100
201603104	2016	3104	12994	930998738	254667242	25410709	293265	44225010	981637031	48855316	574927393	17240329	222071	19650626	4877210	2308423
201603105	2016	3105	6564	410607905	102286549	9223927	3618676	11496734	428892075	17966792	281106501	7448240	109484	10863692	936912	1136912
201603106	2016	3106	10761	750151090	202716965	20131495	-121912	26517080	784217781	33090063	461905075	13804536	170777	16688342	2096907	2009005
201603107	2016	3107	7941	457963346	107569557	11066001	-439993	10242636	479332191	20990793	342191770	8240880	91800	12254733	1435674	1257185
201603108	2016	3108	12765	712941864	170523645	21082955	3285430	27452948	744694313	30754922	466548868	12500935	208664	18774774	2428560	2238655
201603109	2016	3109	16933	906944158	204336469	21566743	-3060419	22429819	948387129	39635228	690369202	16083545	136173	25100289	2776597	2996693
201603111	2016	3111	7571	536025703	146669892	10715020	-2903329	51675656	562017296	24815340	341502391	9894057	101192	12052065	2429408	1159731
201603113	2016	3113	5431	393236872	104874518	5310912	-2550243	19717918	412690581	18805837	258540984	7395238	95750	9374782	1272741	822127
201603114	2016	3114	2496	212213626	62697004	3410728	-2045633	18748244	221807832	9093188	134270600	4018881	43753	3973261	663915	322358
201603115	2016	3115	2708	198693438	54896608	3033907	-1353863	6304550	208445125	9617251	128604584	3750990	42246	4357513	482023	352052
201603116	2016	3116	6127	329580342	70710236	4048153	-1110280	8292085	346620756	15590843	261441667	5960015	101770	10685373	695829	627679
201603121	2016	3121	21020	1836898417	541773713	19206616	-7734128	270457929	1917010263	78709662	1308457633	34976259	599086	46022476	12203898	10038651
201603122	2016	3122	15927	1569184729	499784925	26435097	-4488712	108522563	1664239151	92636744	940055266	29725148	328455	27042776	29983584	5325744
201603123	2016	3123	9294	867003400	262861306	15732520	-2232575	34127741	908639446	40483540	538362917	16360379	151539	16031458	4127016	3002515
201603124	2016	3124	14849	1518773851	493344017	31654436	-5981370	247371646	1612320550	87845355	810892952	28786504	226141	22720343	28248294	3221370
201603125	2016	3125	7711	413460307	94540597	9471936	-2110751	9830059	431376175	17675489	314088166	7192479	139593	10788179	1537514	1113862
201603126	2016	3126	5445	697568386	250725104	14987123	-4038343	50801455	734747037	35846169	353580968	13556092	101913	8021727	8319730	1022704
201603127	2016	3127	12202	1011388963	293250361	20082993	-7890646	31017741	1059588915	46504570	692358271	18935066	160655	19700229	4812483	2537148
201603128	2016	3128	10894	578460257	130528032	10979245	-2602600	15570040	603739616	24595576	461237133	10056525	162981	15056357	1970987	1844928
201603129	2016	3129	9811	571348687	135302448	10637893	-5875805	12287829	596340462	24390442	449072114	10325899	120933	14491157	2089193	1859918
201603130	2016	3130	18952	1139472054	271525116	20871598	-8686072	27043109	1189854709	49083903	886441773	20694677	234319	28045948	4777430	3248417
201603131	2016	3131	12861	678798373	146570445	11581532	-5582451	10723471	708157086	28778344	568160994	11935258	130847	18538266	3992594	2186789
201603132	2016	3132	10034	575289894	130441891	8283763	-3815027	9040550	598632601	23183715	481405597	10426546	109366	14963383	1956028	1992546
201603133	2016	3133	13527	731865095	164472796	14802334	-5315428	13981924	764744031	32350517	571559650	13137021	143132	18981629	3311235	1827236
201603134	2016	3134	19951	1150786643	264252544	14875412	-9872073	26668082	1203222797	50097785	919119829	20943912	246833	32818892	3604583	3280256
201603135	2016	3135	11521	625221715	135312347	8270591	-4661818	9167253	652001482	26273648	528742020	11347655	149299	18047043	2172548	1960809
201603136	2016	3136	26235	1391422937	292531782	16471869	-10285670	17905389	1452702877	60685727	1177058127	25032136	333949	44214546	3635593	4042542
201603137	2016	3137	8059	406859909	80960555	4372334	-3646743	4651696	425494108	18418162	343976120	7326340	108819	13712451	794316	909567
201603138	2016	3138	12871	659106349	133304972	5971425	-5204584	7312114	689668701	29757170	565925684	11852493	174701	22345566	1633711	1807825
201603139	2016	3139	8524	419430911	84051419	5198286	-785477	6918883	440686718	20490069	330675232	7482193	123171	14265744	1021448	714169
201603140	2016	3140	10073	531406687	112116501	6044189	-1753850	10996588	555623009	23724407	424558868	9593170	164151	16793466	1202389	1074634
201603141	2016	3141	17587	1750573106	556365628	27666305	-5422409	129792349	1848095661	94078151	1090639585	32762491	628744	35924703	23354193	7716769
201603142	2016	3142	10063	1919785020	753147373	44945390	8936844	415836767	2058910569	135205424	553943807	37249661	244087	16640891	37866881	2518238
201603143	2016	3143	6171	694233190	230693897	18234727	200153	68803569	748688763	52517146	366536928	13246785	117073	11553759	5575461	2148210
201603144	2016	3144	7782	935568529	316657089	20413803	2104232	60919463	984725520	48330125	465882680	17916773	157136	13733700	8110182	2015198
201603145	2016	3145	13837	1185735608	353050596	21252482	-4666558	36043426	1246536166	58906107	772116108	22402468	189689	24315706	6662951	2952113
201603146	2016	3146	16029	1482765401	449628045	25992373	-7247727	81559359	1551278981	67376885	970990298	28088783	248395	29774059	5994243	3832071
201603147	2016	3147	8554	617547495	165257831	10578638	-5014813	16552808	644803979	26696384	456002167	11446974	109399	14527930	2457597	1659417
201603148	2016	3148	5173	279031884	61018349	4295009	-1413843	3946980	293204289	13823022	234125871	4961759	89741	9089847	1939889	1132840
201603149	2016	3149	20712	1206407640	285811438	29213915	-7965104	32445045	1259301135	51554643	892031763	21667896	305490	28825569	4642281	3232820
201603150	2016	3150	36387	2029124017	476180780	51574005	-16143969	56883231	2123439627	90913500	1478674829	35969659	456575	48789910	6836715	6094342
201603151	2016	3151	5912	290499772	61087982	6768651	-2240641	5978680	305664599	12879442	232745042	5011505	78752	8015660	1472885	898640
201603152	2016	3152	20390	1059982818	226415360	18553377	-13703234	18684064	1106467328	45710781	884733913	18927575	247682	30885411	3514268	3323155
