id	Year	Postcode	Individuals	Taxable_income	Net_tax	Gross_interest	Net_rent	Net_capital_gain	Total_income	Total_deductions	Salary	Medicare_levy	Medicare_levy_surcharge	Total_work_related_expenses	Gifts	HELP_debt
201104625	2011	4625	1740	55532679	8127417	1768681	-121899	27494	57788137	3073854	43630659	656903	11182	1819847	73933	78328
201104626	2011	4626	1470	41518594	5527346	1690721	27051	15913	41126234	2377211	33148139	459835	19719	1196838	69049	45197
201104627	2011	4627	390	13952780	2312039	1114446	-105658	19709	14464041	739033	9370976	183685	7205	232377	12443	21585
201104630	2011	4630	1400	44831901	6829398	2345378	-432944	134387	46413055	2823121	34077376	548624	17201	1156732	81653	44433
201104650	2011	4650	15950	600354755	97561394	14325914	-4230231	1020687	624070195	24181270	499638040	7697508	184637	16199939	1136819	786642
201104655	2011	4655	26825	986141571	161599867	29176342	-11440418	2563723	1034170908	49958474	756682543	12112580	365831	31734432	1776741	1730160
201104659	2011	4659	1820	59683559	8672146	1854617	-271762	126569	62343220	3136878	44139091	705442	26595	2087443	108102	58077
201104660	2011	4660	3735	127264232	19818384	5709270	-537744	185372	132859108	6737581	94292721	1526990	48724	3992320	227898	78691
201104662	2011	4662	305	10402950	1632128	220190	7358	33176	10921340	488969	8026828	118278	4911	298680	16935	3964
201104670	2011	4670	40440	1553188391	264539390	41234091	-14329314	2505308	1629942516	78029982	1233004481	19733460	351387	47057465	3116283	2685117
201104671	2011	4671	2790	92128941	14613346	2200002	-452523	103611	95299528	4196167	74574941	1115873	33049	2976440	121810	106996
201104673	2011	4673	340	10870196	1593110	323026	11723	7610	11244309	441168	8725393	138210	6119	338429	20932	11645
201104674	2011	4674	610	21714139	3544355	709996	-115176	33761	22763787	1196231	17840852	271049	14842	717590	40713	11974
201104676	2011	4676	100	3186300	531516	199555	-10117	2410	3400435	198595	2069263	37722	4931	99823	6648	0
201104677	2011	4677	1645	62965581	11057750	1385137	-655008	189683	66218431	3798380	50969843	804465	37972	2232295	80243	65286
201104678	2011	4678	485	23872874	4987812	393896	-182311	818893	25226859	1110356	20053662	324704	10037	562525	23209	17024
201104680	2011	4680	29690	1717553402	382013638	19900600	-34588365	3754700	1792261034	75138756	1594087107	24023851	1023351	47445067	6680279	2709207
201104694	2011	4694	225	11796699	2508184	291655	-175577	7981	12040779	456646	10628929	161917	15039	306302	11959	15911
201104695	2011	4695	505	27302527	5792083	346546	-324845	87968	28488034	1107440	25723935	380743	28832	744116	26224	13772
201104699	2011	4699	255	10823060	2027460	227424	-25952	31905	10916325	419353	8889162	149091	3665	258675	9124	7802
201104700	2011	4700	9830	483454445	98411487	9848258	-7125938	1831051	502341493	20853021	407149170	6525907	159722	11997561	1099005	1354416
201104701	2011	4701	23840	1133956632	219828468	18120366	-10482584	1481828	1174491118	41768437	1003690385	15099326	365719	26416307	2239317	2625333
201104702	2011	4702	14040	671198694	136144037	13330188	-6356698	1018319	687762792	29786748	577835263	9245689	289258	16752747	902906	885286
201104703	2011	4703	11570	591607948	124596513	14008330	-5541426	1770352	619095233	27752527	474536826	8083097	298737	14726997	1132259	950679
201104705	2011	4705	215	8110890	1442329	200422	-78018	1399	8218405	535196	5009863	110238	2015	182605	13712	23713
201104707	2011	4707	130	5342205	1053182	131834	-84415	5900	5573696	319330	4157266	69463	2818	127625	11133	5184
201104709	2011	4709	690	59989384	16771328	320057	-2390519	8019	62264474	2139519	61611053	874217	24697	1354527	65504	170605
201104710	2011	4710	1990	95628964	19028268	2031215	-1423867	283215	99970294	4355979	77505540	1277801	38624	2456686	183593	120781
201104711	2011	4711	975	53177148	11465851	938255	-1096065	72326	55212400	1901157	47371721	751684	13621	1209422	91551	58779
201104712	2011	4712	230	8897124	1620154	599957	-127971	2065	8191071	599334	7009565	114097	4885	194727	7456	8037
201104713	2011	4713	220	8473810	1247513	25263	-115257	0	8706787	232977	7764101	103203	6289	194719	7186	42435
201104714	2011	4714	1145	46381056	8022655	558453	-362898	20689	47763016	1612340	41618971	594364	19749	1268592	59526	52428
201104715	2011	4715	4300	228744480	49783944	4709048	-5137061	296563	235805820	8394028	208435617	3076620	105999	4731500	492844	293589
201104716	2011	4716	545	22671194	4420238	677902	-259153	46973	23068017	956704	20853519	309281	13511	466599	35530	37239
201104717	2011	4717	2830	208009714	52427393	1745826	-6472611	375372	215140266	7331405	205590528	3003364	160724	4549212	331678	318958
201104718	2011	4718	1400	82652927	19244466	1573083	-2272796	211852	85699648	3932516	76809404	1171170	56002	2139041	150977	187088
201104719	2011	4719	640	25254887	4571915	1179676	-248327	17416	24022251	1607899	20469287	332649	17293	702220	37250	75922
201104720	2011	4720	8920	550663656	129528775	6618669	-12363721	988710	573101989	22961990	495300572	7806336	307689	13602461	860695	1012815
201104721	2011	4721	2190	130200664	30033896	3489112	-2496710	1780113	130548242	5532406	98141287	1837274	72301	2458163	154045	206458
201104722	2011	4722	1115	51651077	10589255	2143323	-573842	372891	49541326	2501063	38336715	708767	28256	1036023	74541	68225
201104723	2011	4723	890	46535650	9961240	1112105	-794273	102634	46884314	2226827	38266245	651606	27626	1177469	96794	43578
201104724	2011	4724	445	17408943	3137196	810723	-93811	65843	19905139	866894	10688978	238541	6321	376525	24639	25770
201104725	2011	4725	900	38235329	6783788	1391663	-460955	87969	40060781	2160454	30481656	514126	15148	1029284	72729	82003
201104726	2011	4726	255	9437242	1358058	420348	-43383	375	10001581	542581	6318322	123081	772	240782	14602	4673
201104727	2011	4727	185	6741911	945498	130066	-65104	8781	7338178	487713	4895279	86190	1263	291279	7877	1964
201104728	2011	4728	140	5159512	867775	351205	-73727	15751	5954860	393967	2306443	68558	3269	101312	4675	0
201104730	2011	4730	2205	96324227	17140777	2679334	-1631622	214131	102131668	5939638	75486351	1301528	29878	2889002	235337	297841
201104731	2011	4731	105	3915896	544935	76828	-3594	40042	4161771	223492	2408219	50851	0	113518	9494	0
201104733	2011	4733	30	1171804	178731	120707	0	1545	1571180	119159	282262	14952	0	9136	1208	0
201104735	2011	4735	715	32893087	6176986	1299471	-345120	48330	35615951	2442216	18914897	450707	5599	957730	354170	63801
201104737	2011	4737	4945	272436308	59002476	4366931	-4309524	741835	283023033	10847612	242001142	3822314	204097	6470448	359235	151567
201104738	2011	4738	610	31345439	6699568	807516	-357206	42358	32123685	1506495	26135848	437890	16491	656574	48295	25235
201104739	2011	4739	195	8240512	1575220	327731	-9701	950	8414687	343744	6381316	109591	9599	167405	3585	4705
201104740	2011	4740	49460	2849243043	628843133	45918358	-39248403	9683718	2965531314	117276512	2466404322	39789496	1576188	69490807	5272485	4546095
201104741	2011	4741	4240	237218659	53123114	5375805	-2553449	366366	247225109	10484001	189221976	3322625	142181	5006346	327676	199919
201104742	2011	4742	595	35511014	8025571	2090058	-330836	78207	37436988	1562191	28364475	503733	34640	864025	39640	40151
201104743	2011	4743	730	56396260	14660910	374641	-2120780	32254	58408039	2009571	58068742	818123	32769	1348888	61170	117583
201104744	2011	4744	5015	398694884	104089306	3339960	-14324035	845613	414010106	15158751	393226451	5746390	263514	9322965	525656	807834
201104745	2011	4745	1760	134653658	34545705	1235243	-5050352	327135	139915593	5364333	133096458	1949231	102787	3133223	149762	220109
201104746	2011	4746	1150	83995211	21447978	1054668	-3755401	141823	86430094	3286769	84948970	1186835	27267	2095588	91390	166042
201104750	2011	4750	2815	170344880	38347537	1479906	-3781951	261708	177731233	7599252	154584211	2415358	89619	4471974	237436	281205
201104751	2011	4751	2720	161015254	36002225	3276408	-1477091	451041	167435095	6057618	138881329	2292230	64542	3347092	186281	219498
201104753	2011	4753	2035	122299274	27682095	1429112	-2195298	245218	126885977	4532139	113277178	1756181	88613	2985562	141701	144798
201104754	2011	4754	1155	61903471	13109962	1156904	-702137	110884	64582836	2399850	53713759	866364	37789	1396239	63178	41034
201104756	2011	4756	360	16806410	3343595	484630	-32041	6793	17453876	659859	13658495	226979	15921	349247	21221	4367
201104757	2011	4757	190	8315699	1678660	262435	-100111	1526	8568378	314096	7146509	113026	4859	164901	18701	2575
201104798	2011	4798	570	26402184	5115075	1076998	-115555	68304	28169433	1809923	20316953	357075	14381	598613	38133	15651
201104799	2011	4799	510	20713516	3831123	723733	-113427	46600	21850005	868357	17655140	276277	14826	577796	28641	12490
201104800	2011	4800	4845	210323787	38677801	5986863	-2405311	548165	219895728	10598583	166811322	2846141	104791	5905541	258506	149947
201104801	2011	4801	185	6531564	900480	27475	-52921	271	6785867	254393	6724805	86849	0	212961	11549	4597
201104802	2011	4802	6420	272602887	49060548	5201962	-7190145	708320	286385894	15355482	218201668	3630468	158236	9558689	366151	316447
201104803	2011	4803	750	28919680	4549591	434888	-1329698	19875	29986249	1241343	26799111	382095	7600	868910	58802	35462
201104804	2011	4804	1155	61537674	13111755	986239	-1126218	56951	67637213	3151534	57155861	865062	35124	2015792	55531	69432
201104805	2011	4805	6460	287069168	55431270	7015888	-2320536	616188	299947284	12376512	234437117	3789521	147993	6393633	363317	241692
201104806	2011	4806	2290	95443498	16238240	3433299	-203824	118492	99723030	4699597	68388870	1272180	22243	2348056	102595	132666
201104807	2011	4807	6950	301219221	55111048	10586017	-2161487	486688	314794914	14930389	224026337	4012607	55744	6525180	329378	351277
201104808	2011	4808	620	26152544	4473136	838738	2137	32220	28133181	1952514	20389933	354815	1959	647578	30228	21041
201104809	2011	4809	540	21902028	3842389	748684	39535	26691	23107481	1243808	17483327	292883	5676	507479	24693	20160
201104810	2011	4810	14360	827569134	183696458	15987065	-17148314	2767527	867284714	40479293	667760928	10886599	356449	22983875	2000159	2776227
201104811	2011	4811	6720	329953259	63440573	4318812	-6697677	455939	343852058	14422367	295872090	4245226	121144	10212841	488555	785699
201104812	2011	4812	11365	549526739	104620496	9291469	-8510248	477337	572273997	23013634	473441108	7296349	217150	15311029	1464176	1603679
201104814	2011	4814	26250	1292379619	252273860	20186667	-24056881	1814516	1347544540	57197899	1155528491	16631364	377951	38506307	2623934	3452270
201104815	2011	4815	11025	493235577	86898960	5076953	-6064741	791819	512948365	20499513	444097104	6321907	158019	15582427	669546	846363
201104816	2011	4816	4365	189822944	33969375	4443457	-2511064	201746	197267425	8386379	150505220	2486785	80614	4680686	267103	273893
201104817	2011	4817	18290	892416377	168490679	9288735	-16550009	993608	929574159	37448010	812812396	11388757	269485	26865296	1463400	1782739
201104818	2011	4818	11985	610503933	119042091	5114540	-11203619	507046	635681520	26055094	554611117	8146932	332767	19783347	773439	1155670
201104819	2011	4819	1235	47120881	7635400	1440589	-1162635	201200	48999090	2269155	36303213	593580	22355	1213646	146100	26602
201104820	2011	4820	5530	247647384	46093746	6672391	-2972093	439594	256493644	12802012	215004988	3346300	76163	6903395	372166	377770
201104821	2011	4821	900	41125171	7140317	1535380	-335940	99872	43474876	2221681	29732096	557087	29681	907472	56288	53521
201104822	2011	4822	515	19316397	2843536	543377	-285366	5981	16747428	1028019	13477706	261789	7219	596299	18345	34590
201104823	2011	4823	580	25272223	4306735	1276679	-470925	34708	4214833	2702594	15883672	350427	12839	622490	43656	21554
201104824	2011	4824	1565	89004327	18995602	1509345	-1222296	115072	92762538	4228596	75253543	1237772	84100	2702251	98513	144536
201104828	2011	4828	100	3567946	534577	104189	35880	3920	4166499	178927	3230779	46941	998	148901	5388	0
201104829	2011	4829	265	13072696	2414599	268077	-195462	53649	13489389	554752	8979738	179542	2114	338453	12847	10728
201104830	2011	4830	435	16548538	2246083	93336	-156251	7125	17007610	429615	14862488	203182	7137	321659	10487	48849
201104849	2011	4849	825	30571009	5149142	813431	-214966	28925	32352526	2213084	21310222	380561	13988	1056901	63457	22933
201104850	2011	4850	6530	264703172	44149564	12975324	-741476	340024	275528670	14568071	194079324	3498928	48368	5630370	411300	271212
201104852	2011	4852	1935	74861560	12239797	2588937	-1728576	299210	78010418	4381890	53042058	947735	31415	2339275	109422	54938
201104854	2011	4854	3525	137857153	23390886	5354412	-716111	3219960	145582340	8653762	100093648	1785480	38560	3882455	139526	99596
201104855	2011	4855	400	14053319	2158210	857361	-155985	368151	15611994	1093750	10606834	183906	5157	455767	59329	11419
201104856	2011	4856	400	20128132	4685297	1108768	-98034	46257	11080408	1065840	10235855	266044	1387	561663	11538	8634
201104858	2011	4858	840	34135750	5529648	1326466	-220747	62441	35550980	1776695	26639495	445911	7553	1100472	41565	13303
201104859	2011	4859	350	12809229	1938827	570468	-33321	1419	13378441	790279	10108667	163918	2982	432186	15050	8904
201104860	2011	4860	6155	237671406	39451675	8357680	-33433	999297	247419258	11462874	178370917	3038405	48985	6298341	388738	296792
201104861	2011	4861	795	30609498	4788802	1217848	-246967	6013	32116295	1421704	25470113	398481	22085	924935	47026	50254
201104865	2011	4865	4120	179803343	31360518	4880992	-1751059	326609	188333881	8743814	147259463	2392058	57745	6137559	266083	271661
201104868	2011	4868	11005	481136879	82527735	8234803	-6610631	741426	504690198	24125408	417401165	6364088	148182	17235397	920462	1003527
201104869	2011	4869	9285	400495867	67801990	5281653	-4570881	370332	419194593	19730077	354557944	5264139	146478	15016627	677412	664238
201104870	2011	4870	43290	1943712832	356953593	40542076	-28510344	5090197	2038930561	100622920	1618926069	25480775	783065	66998675	4326345	4482115
201104871	2011	4871	6545	259913153	47239626	7397002	-1048815	324628	269197229	10777800	178813995	3324518	90498	5932855	349540	393216
201104872	2011	4872	2430	90118977	15714903	3998206	367423	64402	92287775	4750035	59656705	1153941	27501	2079349	184778	76264
201104873	2011	4873	3525	133519421	21123250	3733291	-628820	1469883	140417079	7370267	104317080	1723080	51889	4314141	252168	145513
201104874	2011	4874	2385	145180607	29882075	1089750	-3146603	166979	149788271	4562845	140677781	2085832	120253	2976749	164567	427065
201104875	2011	4875	2880	118132483	17461183	650434	-1451725	105143	122096581	4009685	100849401	1471963	112775	2803274	184413	416274
201104876	2011	4876	850	33177671	4315170	89306	-269173	348	34162363	953910	29214210	407989	16898	717799	21803	104033
201104877	2011	4877	3125	110781728	16914254	3281577	-2643018	427590	117491264	6438477	83366764	1405634	29005	3795003	192280	158407
201104878	2011	4878	7040	321998133	60723245	6649313	-4852118	5262432	336144336	15516218	260002993	4282706	135086	10487887	587613	673636
201104879	2011	4879	10505	483916839	89385110	10423390	-10770500	1984631	508212121	24286648	398492046	6449169	211936	16619845	1103792	941842
201104880	2011	4880	6430	248489220	40064764	7460381	-889827	577014	258967746	11408830	195522784	3204706	89905	6173795	405042	329048
201104881	2011	4881	2270	87326235	14231924	2261882	-945375	296379	91539420	4416964	69353891	1107537	54154	2888925	248250	180869
201104882	2011	4882	1610	66430922	11471488	2575227	87864	65779	69812147	3954533	46248570	867052	20565	1587844	119808	38180
201104883	2011	4883	4405	162551861	25807945	6206304	-69752	174111	169679830	7814513	124411699	2039678	47685	4279497	414749	219832
201104884	2011	4884	1145	43477415	7268291	2035997	-387617	133564	45202786	1995006	30104817	558366	12099	988567	106166	61680
201104885	2011	4885	2275	85982710	14008989	3900516	-392412	71459	88779680	4116036	64771844	1068682	28966	2365817	192407	106855
201104886	2011	4886	480	15497070	2290248	666706	116862	27219	16004358	836805	11853040	187571	5696	445335	21475	25369
201104887	2011	4887	950	34010559	5000318	1061520	-107582	32972	35404005	1359702	28041271	431299	12813	937898	113767	48790
201104888	2011	4888	1250	44208303	6932920	1050730	-199086	16392	45366914	2103806	35057218	543750	16656	1307602	77009	53482
201104890	2011	4890	605	25872557	4061244	317745	-193588	40275	26565367	814134	22091578	346341	19876	546869	18882	72553
201104891	2011	4891	315	13012941	2019556	260700	-141467	545	13343210	437204	9571412	173875	2061	232975	15772	10053
201104895	2011	4895	1690	65467092	9290409	1083552	-668458	82095	67887877	2597997	53379675	840153	35091	1904412	111111	150355
201105000	2011	5000	7470	416586044	98483704	9495031	-6754272	5409449	440094727	25516866	282510782	5480491	136004	10610350	3198493	1667788
201105006	2011	5006	4390	346221708	97300916	12082058	-3389555	4438929	371713952	25784791	173541165	4779669	74924	6931437	6092550	975871
201105007	2011	5007	3470	156751464	29088991	2537570	-2822702	443559	163627640	6978174	135622812	2109477	42790	4783566	351353	772879
201105008	2011	5008	6860	281634291	48209649	5428855	-3631749	436941	293854288	12632034	243749738	3658440	68136	8936792	597457	1082691
201105009	2011	5009	2785	116288183	20245578	2135708	-2174367	179189	120924578	4936100	96832411	1541931	22368	3275870	281206	307436
201105010	2011	5010	2600	100271284	16330448	963815	-1676156	106105	103971912	3991922	89024570	1280559	26156	3138563	165624	359861
201105011	2011	5011	5455	235991723	41450697	4341348	-3086146	557009	246592340	10732447	202526242	3140946	45595	7242123	484301	635475
201105012	2011	5012	4360	155723642	23715226	1912372	-1629019	299254	161220004	5517198	136880575	1942430	39181	4469950	262000	583077
201105013	2011	5013	4810	189981973	31126191	2371453	-1607771	141453	197038873	7099922	165623517	2452504	41291	5440752	367017	496535
201105014	2011	5014	6130	256003090	43032890	3581780	-3050051	352098	266899443	11016838	226726784	3443098	64582	7933193	573867	679470
201105015	2011	5015	3430	148630422	25754809	2129197	-2326510	220424	155503284	6775693	131597768	1931235	40710	5096232	317682	297113
201105016	2011	5016	4785	230498611	44234070	3767106	-3480269	272031	241085876	10398291	195406897	3134176	49089	6862727	537017	462452
201105017	2011	5017	2350	90531868	14255304	857717	-778671	106987	94171189	3689943	82267951	1172487	27585	2971105	152692	179438
201105018	2011	5018	3825	184854407	36149684	3100693	-3400300	860006	193282728	8836762	157751424	2531461	50763	5492305	299582	228934
201105019	2011	5019	5055	242866390	47095229	4436598	-3262492	613342	253610287	10778347	202282032	3274318	72963	7173990	621617	476229
201105020	2011	5020	1985	95019138	18829920	2851592	-1081475	280749	100429669	5394592	71031607	1273953	8336	2298458	307088	193300
201105021	2011	5021	4060	219574247	48799315	7696589	-2163164	2444250	231146713	11594953	134163014	2963520	60541	4610901	455690	354883
201105022	2011	5022	9500	524951779	116776156	13097301	-8163754	3533262	551538740	26250298	385505227	7207016	99161	13376897	1721648	953349
201105023	2011	5023	8205	316581326	50362505	7019558	-3106845	469662	329166865	12979099	263414796	4063669	62079	8985560	575172	827071
201105024	2011	5024	8220	380912856	73624627	11971535	-3578878	1781151	398436776	18544776	275313760	5077981	73065	9569575	1070485	611336
201105025	2011	5025	4625	203259009	37320408	5550775	-1725989	982861	211998029	8978711	155352721	2699215	37673	5089740	515810	427904
201105031	2011	5031	5405	247401309	46804377	4373859	-2498888	1137356	258610431	11904279	209710647	3332302	70535	7372770	596740	998673
201105032	2011	5032	7345	336545628	64302621	8413641	-3519449	3031141	350293032	13780531	257279788	4476622	60778	8566788	751589	697345
201105033	2011	5033	4475	187227983	32531528	3494391	-1905372	235151	194547747	7332504	161040209	2456931	36414	5117148	383223	758265
201105034	2011	5034	6330	384141934	90445641	9356768	-4915321	2534193	404453215	21260466	268132982	5309960	64010	8912361	1477482	1060147
201105035	2011	5035	3635	174073070	33549822	3926010	-1171284	663151	181667729	7708174	141034992	2316858	32392	4598388	508224	620589
201105037	2011	5037	5675	242590618	42953952	5807844	-3397164	378152	252614406	10018246	201237923	3163172	46192	6492289	609694	820928
201105038	2011	5038	8870	372324526	64130303	7386329	-3563729	592290	387272513	15381925	311242003	4847547	67062	10463322	880455	1360629
201105039	2011	5039	4820	210075807	37897302	4383178	-2700097	425494	218630817	8637823	174480832	2799554	49410	5701307	567895	673227
201105040	2011	5040	1410	67986261	14012910	1946870	-975706	144069	71021810	2998164	47184028	913223	2241	1536034	139653	107729
201105041	2011	5041	8140	419629243	86881116	9837330	-5705287	1081778	439188945	19486165	326468025	5754972	79303	10277319	1314840	1015800
201105042	2011	5042	5775	233384422	40439276	6550937	-1735116	549488	244514488	10142772	180732786	2923549	66953	5818509	849417	643868
201105043	2011	5043	9215	373151303	62614207	7797338	-5027423	787616	388713540	15754563	313761952	4823869	64462	10561525	1141343	1284356
201105044	2011	5044	6520	351373618	76597353	10696358	-5160994	2645253	369116921	18053845	243973298	4772989	63323	8460902	1317790	794994
201105045	2011	5045	10390	578241496	129138057	16422657	-10249354	4014459	609076451	31296224	405293461	7764252	158558	14763279	1739814	1199929
201105046	2011	5046	4775	203398655	35276681	5107403	-3244465	571253	212063559	8658189	165960662	2666802	43713	5659118	583287	578885
201105047	2011	5047	4050	164674046	27906226	3534683	-2467739	383093	171678483	6906761	135820559	2157478	42148	4667445	370898	501469
201105048	2011	5048	8440	415870022	83584375	12217545	-7046561	2827714	436935541	21621031	297795892	5567916	108619	10069039	1874976	690608
201105049	2011	5049	6255	307478241	61467265	9076644	-4962785	2282014	329421572	19962978	233145947	4156291	77261	8610467	929611	648134
201105050	2011	5050	3480	163666969	32112940	4841256	-1433675	303621	172264748	8263330	119644424	2208564	42621	4045196	750904	369027
201105051	2011	5051	8860	439525649	87277438	9099909	-7334974	1577341	461221696	22267531	352017328	6029818	85591	12183528	1668301	944660
201105052	2011	5052	4225	222983051	46940082	5980676	-3731823	676766	234325627	11463263	163145752	3047909	52885	5275934	1017571	517787
201105061	2011	5061	6950	541937298	150843354	12905052	-7918883	4681888	575459019	34947980	299997888	7654309	84268	10712834	3794240	1149002
201105062	2011	5062	9715	641403913	162314549	19587026	-8084439	3569693	679471528	38035480	390630342	8885107	107013	13106551	4935538	1215839
201105063	2011	5063	7520	449070765	106253547	11312046	-7031627	1875761	471404169	22895233	322138761	6197357	97048	10845691	1528963	1523801
201105064	2011	5064	6385	441103160	113207784	17364317	-5536375	2621244	469089457	27356093	235748132	6062744	55396	8465432	2496920	676002
201105065	2011	5065	6655	469580134	124910758	15768052	-4894575	8081526	496882280	27521177	249230152	6467876	66098	8887269	1914142	833008
201105066	2011	5066	7895	562577610	147762771	19312056	-6432163	3128054	601505566	39838962	315412921	7793172	74309	10634006	3474807	871233
201105067	2011	5067	6580	420066804	103730674	10098557	-4959308	2271166	444557928	24853164	275837055	5848944	93542	9921101	1657681	1379149
201105068	2011	5068	7440	461788769	112232624	13885737	-4632836	2297035	487268945	25909462	281580100	6349854	75617	9691165	2181033	1060096
201105069	2011	5069	5275	359040571	91746285	8664654	-6858446	4443726	378985707	20255560	224072145	5028750	65190	7374609	1731208	899601
201105070	2011	5070	8180	423740667	92565959	10453004	-4376224	1333031	442229127	19236285	293968350	5081303	75948	9881896	1539692	1200171
201105072	2011	5072	7425	392973996	85469342	12690164	-4424066	1617326	413261685	20489647	264332484	5322293	54124	9074926	1417404	1008619
201105073	2011	5073	8545	388632118	73824757	11000396	-3833184	1367725	406991074	17924627	294401047	5141140	85665	10013822	1214275	1087889
201105074	2011	5074	6690	273340520	46861276	7294032	-1079715	779577	285062441	11551171	215197911	3546859	29305	7797086	686417	738779
201105075	2011	5075	5980	255737643	45428158	6809804	-2897581	1934120	266822688	10984093	199894240	3390420	47865	6361431	740991	719034
201105076	2011	5076	5970	278382656	53814954	6435349	-3795016	630951	292639226	13945322	215138755	3797611	36145	7389290	770189	769147
201105081	2011	5081	5690	419450073	113556583	14527759	-5942655	2850341	445154515	25874201	223434634	5836636	54606	7465991	1846339	799965
201105082	2011	5082	8850	455523090	95276156	9356001	-8144523	1519867	478463099	22955641	357292552	6158680	103806	12440486	1258744	1395136
201105083	2011	5083	4165	196260782	37601599	3826971	-2637925	416880	205058338	8839128	162701901	2632751	36501	5648681	487931	563407
201105084	2011	5084	4350	153598215	23029060	2302219	-1382125	138371	158935111	5696468	132999026	1860385	24205	4350991	293488	532759
201105085	2011	5085	8075	339218645	59000286	5206002	-6203421	591489	352393546	13739397	298591267	4355053	76035	9986717	746613	1172790
201105086	2011	5086	8225	338508975	57384963	5160023	-6179301	329540	352499658	14517884	298663540	4357954	65174	10315088	936942	1129095
201105087	2011	5087	5890	243842083	41590598	5082342	-2956573	472833	254390504	10474647	204097846	3150100	34216	7032301	604165	861312
201105088	2011	5088	1830	70538454	10931598	927099	-353368	24337	73215735	2691854	61241003	914963	14687	1933696	163856	257847
201105089	2011	5089	4255	199192120	38325329	4456951	-3703900	647941	208809814	9571303	153415383	2702088	36553	5113160	612574	357209
201105090	2011	5090	4195	167052857	27080350	3755859	-1987180	183784	174008091	7035646	137453959	2190450	22058	4698137	536043	367353
201105091	2011	5091	4615	204010459	36635863	4150445	-2940283	180145	212697087	8779165	168251025	2742559	38392	5458751	585529	420259
201105092	2011	5092	9570	398377136	66697348	6053984	-4658288	1038597	413577811	15732125	345282921	5311670	67253	11255318	890979	808590
201105093	2011	5093	4910	191795360	30291603	3180382	-1595482	292116	199393397	7613453	165890798	2510864	35963	5466393	433612	393205
201105094	2011	5094	500	20272327	3429708	287675	-278645	8644	20989500	862119	15935552	259485	10387	586949	35426	43890
201105095	2011	5095	10280	467632564	86718692	5885354	-11318962	698539	488128802	21125469	419840407	6016487	122741	15572196	894720	1543342
201105096	2011	5096	8200	334382923	55555206	4775734	-4651334	431970	348052570	13874109	285385036	4438646	68291	9858852	647974	657244
201105097	2011	5097	8165	347785943	59359040	5470000	-4122823	370957	361822883	14078841	296954478	4690822	71064	9767386	794305	747732
201105098	2011	5098	6535	260711077	41845966	3700588	-3042676	256960	270920026	10162447	228353851	3393715	45618	7508241	564916	537710
201105106	2011	5106	120	5044124	901223	117025	-165017	7186	5107939	176627	3335744	63214	831	115650	21156	5839
201105107	2011	5107	7920	292746989	43980368	2872633	-3333003	278631	303926885	11173420	257532927	3782810	48623	8864794	482854	655067
201105108	2011	5108	19145	717456026	108255116	6999312	-6788066	472806	744848790	27640121	638819428	9265959	119168	22752710	1029647	1030611
201105109	2011	5109	11080	445484969	72757475	6840443	-4996819	595130	464785882	19039577	376783200	5864871	72034	12992986	804447	657654
201105110	2011	5110	3955	153996952	24217278	1829908	-1524922	63165	160568183	6598886	138619083	2004116	39629	5495825	167225	261684
201105111	2011	5111	215	11330184	2006068	109227	-189306	271	12006291	676107	11624698	51882	346	627334	20128	32575
201105112	2011	5112	8230	298394483	43692997	3539061	-3585515	137555	309729510	11389017	262456524	3786624	49063	9137592	493778	369654
201105113	2011	5113	6685	217496959	27903551	1642576	-1061481	28443	225993539	8521230	192123356	2610337	19440	7152764	435331	237673
201105114	2011	5114	15815	640723721	105282714	5658709	-8098474	609469	667715087	26988748	576909062	8311897	113585	21456148	979642	857135
201105115	2011	5115	3355	128921804	19883539	1286680	-986963	172566	134231651	5333461	115917271	1654387	28858	4582850	165195	207118
201105116	2011	5116	3975	162135107	26986187	1925859	-2551342	259347	169080430	6965890	140671858	2093480	36726	5165363	285754	240434
201105117	2011	5117	1535	66655537	11909893	843501	-1278105	231652	69485006	2870493	55976065	910274	12243	2195714	96929	63682
201105118	2011	5118	10225	460692822	85044469	8076065	-7521801	782286	481090847	21187708	372843298	6127542	112452	13630596	881067	720858
201105120	2011	5120	1335	52785203	8921205	1237229	-102687	91155	55420121	2629511	32262850	691235	24873	1393093	77875	63867
201105121	2011	5121	595	19391425	2769823	643021	-228664	40408	19916605	813634	13839267	239072	4371	591983	20969	19325
201105125	2011	5125	11335	542112091	104563627	6909134	-12009074	743723	564776929	22732056	473787952	7366265	117284	15382391	1053467	946475
201105126	2011	5126	4575	203770253	36200413	2845953	-2431135	140043	211866220	8441150	173687626	2762528	38049	5747418	446044	429958
201105127	2011	5127	5065	232638308	42841530	3779130	-4250019	223002	242316685	9967124	206129025	3147936	36902	6864072	554520	413989
201105131	2011	5131	670	33196298	7035974	666353	-904203	470150	34896081	1746817	23444564	453656	7251	717028	98770	44726
201105132	2011	5132	235	13877506	3238634	277540	-226757	24172	14565809	727488	9238300	194217	0	270028	19658	28916
201105133	2011	5133	310	14678489	2917473	337013	-384122	10788	15514557	843505	10857525	197862	1112	390893	52525	11914
201105134	2011	5134	220	10945287	2226719	375503	-96342	71177	11657072	723248	7607436	150061	4422	300533	50829	16953
201105136	2011	5136	300	14484296	2980993	264185	-296666	49762	15268725	798672	11167014	198275	3424	411904	48500	26270
